best parameters:
svm_type:0, kernel_type:2, degree:3, gamma:0.000000, coef0:0.000000, cache_size:100.000000, eps:0.001000, c:1.000000, nr_weight:0 nu:0.500000, p:0.100000, shrinking:1, probability:1
best accuracy on Train:77.826087
labels 1 0
0 0.441945 0.558055
1 0.532156 0.467844
1 0.777015 0.222985
0 0.273594 0.726406
0 0.106386 0.893614
0 0.373939 0.626061
1 0.879828 0.120172
1 0.559105 0.440895
1 0.891258 0.108742
0 0.0794873 0.920513
1 0.619289 0.380711
1 0.756917 0.243083
1 0.774011 0.225989
1 0.809692 0.190308
1 0.705262 0.294738
0 0.3416 0.6584
1 0.729309 0.270691
1 0.810937 0.189063
1 0.843098 0.156902
0 0.249705 0.750295
1 0.727969 0.272031
1 0.879933 0.120067
1 0.552737 0.447263
1 0.927439 0.0725607
0 0.0713273 0.928673
1 0.603409 0.396591
0 0.332198 0.667802
0 0.467865 0.532135
1 0.809425 0.190575
0 0.180345 0.819655
1 0.57678 0.42322
0 0.434069 0.565931
1 0.952298 0.0477015
1 0.689395 0.310605
1 0.799552 0.200448
0 0.256002 0.743998
1 0.657032 0.342968
1 0.790631 0.209369
1 0.713534 0.286466
0 0.466527 0.533473
1 0.663643 0.336357
1 0.928337 0.0716631
0 0.10323 0.89677
0 0.178738 0.821262
1 0.819025 0.180975
0 0.26915 0.73085
1 0.620621 0.379379
1 0.802947 0.197053
1 0.864465 0.135535
1 0.74723 0.25277
0 0.19062 0.80938
1 0.516211 0.483789
1 0.506457 0.493543
0 0.359449 0.640551
0 0.382698 0.617302
1 0.833586 0.166414
1 0.817137 0.182863
0 0.447384 0.552616
0 0.276209 0.723791
0 0.481358 0.518642
1 0.738525 0.261475
0 0.185917 0.814083
1 0.657362 0.342638
1 0.651098 0.348902
1 0.708892 0.291108
1 0.727919 0.272081
1 0.64001 0.35999
1 0.549019 0.450981
1 0.858258 0.141742
1 0.706664 0.293336
0 0.155204 0.844796
1 0.935859 0.0641412
1 0.520532 0.479468
1 0.713122 0.286878
0 0.0494874 0.950513
0 0.44449 0.55551
1 0.59263 0.40737
1 0.649564 0.350436
0 0.0422751 0.957725
1 0.805144 0.194856
1 0.879581 0.120419
0 0.275937 0.724063
1 0.898008 0.101992
1 0.848694 0.151306
1 0.851403 0.148597
0 0.495477 0.504523
1 0.680769 0.319231
0 0.463141 0.536859
1 0.881262 0.118738
1 0.919813 0.0801866
1 0.802567 0.197433
1 0.622661 0.377339
0 0.384277 0.615723
0 0.068527 0.931473
0 0.269444 0.730556
1 0.940762 0.059238
0 0.454549 0.545451
1 0.773282 0.226718
1 0.971399 0.0286012
1 0.510271 0.489729
1 0.965378 0.034622
0 0.40253 0.59747
0 0.112799 0.887201
1 0.890227 0.109773
1 0.737125 0.262875
0 0.253759 0.746241
1 0.898118 0.101882
1 0.864387 0.135613
0 0.291769 0.708231
1 0.902173 0.0978267
1 0.866798 0.133202
1 0.935545 0.0644547
1 0.911523 0.088477
1 0.832105 0.167895
1 0.735331 0.264669
0 0.236209 0.763791
0 0.263131 0.736869
1 0.912993 0.0870067
0 0.442165 0.557835
1 0.650893 0.349107
0 0.491368 0.508632
1 0.773542 0.226458
1 0.798283 0.201717
0 0.353525 0.646475
1 0.814256 0.185744
1 0.894731 0.105269
1 0.606322 0.393678
1 0.932398 0.0676023
1 0.825464 0.174536
1 0.984166 0.0158342
1 0.751416 0.248584
0 0.170737 0.829263
1 0.919961 0.0800388
1 0.726187 0.273813
1 0.895649 0.104351
0 0.314369 0.685631
1 0.534294 0.465706
1 0.882856 0.117144
1 0.780343 0.219657
1 0.910839 0.0891608
0 0.480905 0.519095
1 0.768229 0.231771
